Date,Country ,Technology,SiteName,Volume
18/03/2024,GB,Gas,Pembroke-2,8681
19/03/2024,GB,Gas,Pembroke-2,6202
20/03/2024,GB,Gas,Pembroke-2,5125
21/03/2024,GB,Gas,Pembroke-2,6559
22/03/2024,GB,Gas,Pembroke-2,7398
23/03/2024,GB,Gas,Pembroke-2,5321
24/03/2024,GB,Gas,Pembroke-2,8206
25/03/2024,GB,Gas,Pembroke-2,7309
26/03/2024,GB,Gas,Pembroke-2,7171
27/03/2024,GB,Gas,Pembroke-2,5584
28/03/2024,GB,Gas,Pembroke-2,8685
29/03/2024,GB,Gas,Pembroke-2,8132
30/03/2024,GB,Gas,Pembroke-2,5094
31/03/2024,GB,Gas,Pembroke-2,6315
01/04/2024,GB,Gas,Pembroke-2,8241
02/04/2024,GB,Gas,Pembroke-2,8316
03/04/2024,GB,Gas,Pembroke-2,6629
04/04/2024,GB,Gas,Pembroke-2,7451
05/04/2024,GB,Gas,Pembroke-2,5531
06/04/2024,GB,Gas,Pembroke-2,8767
07/04/2024,GB,Gas,Pembroke-2,8785
08/04/2024,GB,Gas,Pembroke-2,6425
09/04/2024,GB,Gas,Pembroke-2,5167
10/04/2024,GB,Gas,Pembroke-2,6416
11/04/2024,GB,Gas,Pembroke-2,8653
12/04/2024,GB,Gas,Pembroke-2,7009
13/04/2024,GB,Gas,Pembroke-2,7429
14/04/2024,GB,Gas,Pembroke-2,7562
15/04/2024,GB,Gas,Pembroke-2,6854
16/04/2024,GB,Gas,Pembroke-2,8017
17/04/2024,GB,Gas,Pembroke-2,8053
18/04/2024,GB,Gas,Pembroke-2,6100
19/04/2024,GB,Gas,Pembroke-2,6211
20/04/2024,GB,Gas,Pembroke-2,8845
21/04/2024,GB,Gas,Pembroke-2,5462
22/04/2024,GB,Gas,Pembroke-2,7410
23/04/2024,GB,Gas,Pembroke-2,6026
24/04/2024,GB,Gas,Pembroke-2,8500
25/04/2024,GB,Gas,Pembroke-2,5491
26/04/2024,GB,Gas,Pembroke-2,6812
27/04/2024,GB,Gas,Pembroke-2,5396
28/04/2024,GB,Gas,Pembroke-2,6354
29/04/2024,GB,Gas,Pembroke-2,8131
30/04/2024,GB,Gas,Pembroke-2,8236
01/05/2024,GB,Gas,Pembroke-2,5358
02/05/2024,GB,Gas,Pembroke-2,7113
03/05/2024,GB,Gas,Pembroke-2,7513
04/05/2024,GB,Gas,Pembroke-2,5642
05/05/2024,GB,Gas,Pembroke-2,7097
06/05/2024,GB,Gas,Pembroke-2,6006
07/05/2024,GB,Gas,Pembroke-2,5457
08/05/2024,GB,Gas,Pembroke-2,8585
09/05/2024,GB,Gas,Pembroke-2,6101
10/05/2024,GB,Gas,Pembroke-2,6086
11/05/2024,GB,Gas,Pembroke-2,5630
12/05/2024,GB,Gas,Pembroke-2,6039
13/05/2024,GB,Gas,Pembroke-2,5960
14/05/2024,GB,Gas,Pembroke-2,5039
15/05/2024,GB,Gas,Pembroke-2,8755
16/05/2024,GB,Gas,Pembroke-2,8888
17/05/2024,GB,Gas,Pembroke-2,6380
18/05/2024,GB,Gas,Pembroke-2,5865
19/05/2024,GB,Gas,Pembroke-2,5514
20/05/2024,GB,Gas,Pembroke-2,7672
21/05/2024,GB,Gas,Pembroke-2,5538
22/05/2024,GB,Gas,Pembroke-2,8372
23/05/2024,GB,Gas,Pembroke-2,6752
24/05/2024,GB,Gas,Pembroke-2,7594
25/05/2024,GB,Gas,Pembroke-2,7396
26/05/2024,GB,Gas,Pembroke-2,8402
27/05/2024,GB,Gas,Pembroke-2,7054
28/05/2024,GB,Gas,Pembroke-2,5852
29/05/2024,GB,Gas,Pembroke-2,6684
30/05/2024,GB,Gas,Pembroke-2,7090
31/05/2024,GB,Gas,Pembroke-2,8120
01/06/2024,GB,Gas,Pembroke-2,7139
02/06/2024,GB,Gas,Pembroke-2,6603
03/06/2024,GB,Gas,Pembroke-2,8407
04/06/2024,GB,Gas,Pembroke-2,6902
05/06/2024,GB,Gas,Pembroke-2,7605
06/06/2024,GB,Gas,Pembroke-2,8099
07/06/2024,GB,Gas,Pembroke-2,5627
08/06/2024,GB,Gas,Pembroke-2,7794
09/06/2024,GB,Gas,Pembroke-2,7147
10/06/2024,GB,Gas,Pembroke-2,5617
11/06/2024,GB,Gas,Pembroke-2,6978
12/06/2024,GB,Gas,Pembroke-2,8636
13/06/2024,GB,Gas,Pembroke-2,7392
14/06/2024,GB,Gas,Pembroke-2,7586
15/06/2024,GB,Gas,Pembroke-2,5775
16/06/2024,GB,Gas,Pembroke-2,6753
17/06/2024,GB,Gas,Pembroke-2,8934
18/06/2024,GB,Gas,Pembroke-2,8293
19/06/2024,GB,Gas,Pembroke-2,8069
20/06/2024,GB,Gas,Pembroke-2,8728
21/06/2024,GB,Gas,Pembroke-2,5689
22/06/2024,GB,Gas,Pembroke-2,8274
23/06/2024,GB,Gas,Pembroke-2,8615
24/06/2024,GB,Gas,Pembroke-2,5746
25/06/2024,GB,Gas,Pembroke-2,8510
26/06/2024,GB,Gas,Pembroke-2,5247
27/06/2024,GB,Gas,Pembroke-2,8433
28/06/2024,GB,Gas,Pembroke-2,7104
29/06/2024,GB,Gas,Pembroke-2,8764
30/06/2024,GB,Gas,Pembroke-2,6602
01/07/2024,GB,Gas,Pembroke-2,5656
02/07/2024,GB,Gas,Pembroke-2,6736
03/07/2024,GB,Gas,Pembroke-2,8468
04/07/2024,GB,Gas,Pembroke-2,7899
05/07/2024,GB,Gas,Pembroke-2,5972
06/07/2024,GB,Gas,Pembroke-2,7711
07/07/2024,GB,Gas,Pembroke-2,5356
08/07/2024,GB,Gas,Pembroke-2,8882
09/07/2024,GB,Gas,Pembroke-2,7093
10/07/2024,GB,Gas,Pembroke-2,5114
11/07/2024,GB,Gas,Pembroke-2,5865
12/07/2024,GB,Gas,Pembroke-2,6127
13/07/2024,GB,Gas,Pembroke-2,6130
14/07/2024,GB,Gas,Pembroke-2,5017
15/07/2024,GB,Gas,Pembroke-2,8527
16/07/2024,GB,Gas,Pembroke-2,5983
17/07/2024,GB,Gas,Pembroke-2,7752
18/07/2024,GB,Gas,Pembroke-2,7977
19/07/2024,GB,Gas,Pembroke-2,6868
20/07/2024,GB,Gas,Pembroke-2,5921
21/07/2024,GB,Gas,Pembroke-2,6481
22/07/2024,GB,Gas,Pembroke-2,8981
23/07/2024,GB,Gas,Pembroke-2,6561
24/07/2024,GB,Gas,Pembroke-2,8075
25/07/2024,GB,Gas,Pembroke-2,7380
26/07/2024,GB,Gas,Pembroke-2,7326
27/07/2024,GB,Gas,Pembroke-2,8120
28/07/2024,GB,Gas,Pembroke-2,6925
29/07/2024,GB,Gas,Pembroke-2,8470
30/07/2024,GB,Gas,Pembroke-2,7733
31/07/2024,GB,Gas,Pembroke-2,7676
01/08/2024,GB,Gas,Pembroke-2,6576
02/08/2024,GB,Gas,Pembroke-2,5262
03/08/2024,GB,Gas,Pembroke-2,7900
04/08/2024,GB,Gas,Pembroke-2,7649
05/08/2024,GB,Gas,Pembroke-2,7444
06/08/2024,GB,Gas,Pembroke-2,8797
07/08/2024,GB,Gas,Pembroke-2,8978
08/08/2024,GB,Gas,Pembroke-2,7043
09/08/2024,GB,Gas,Pembroke-2,7808
10/08/2024,GB,Gas,Pembroke-2,8394
11/08/2024,GB,Gas,Pembroke-2,6151
12/08/2024,GB,Gas,Pembroke-2,8047
13/08/2024,GB,Gas,Pembroke-2,5983
14/08/2024,GB,Gas,Pembroke-2,6170
15/08/2024,GB,Gas,Pembroke-2,8122
16/08/2024,GB,Gas,Pembroke-2,6776
17/08/2024,GB,Gas,Pembroke-2,8068
18/08/2024,GB,Gas,Pembroke-2,6585
19/08/2024,GB,Gas,Pembroke-2,7563
20/08/2024,GB,Gas,Pembroke-2,8529
21/08/2024,GB,Gas,Pembroke-2,6350
22/08/2024,GB,Gas,Pembroke-2,8332
23/08/2024,GB,Gas,Pembroke-2,6405
24/08/2024,GB,Gas,Pembroke-2,8352
25/08/2024,GB,Gas,Pembroke-2,7813
26/08/2024,GB,Gas,Pembroke-2,7587
27/08/2024,GB,Gas,Pembroke-2,6017
28/08/2024,GB,Gas,Pembroke-2,8873
29/08/2024,GB,Gas,Pembroke-2,7567
30/08/2024,GB,Gas,Pembroke-2,7908
31/08/2024,GB,Gas,Pembroke-2,8063
01/09/2024,GB,Gas,Pembroke-2,8187
02/09/2024,GB,Gas,Pembroke-2,8515
03/09/2024,GB,Gas,Pembroke-2,5904
04/09/2024,GB,Gas,Pembroke-2,7530
05/09/2024,GB,Gas,Pembroke-2,6497
06/09/2024,GB,Gas,Pembroke-2,5749
07/09/2024,GB,Gas,Pembroke-2,6238
08/09/2024,GB,Gas,Pembroke-2,6361
09/09/2024,GB,Gas,Pembroke-2,7875
10/09/2024,GB,Gas,Pembroke-2,6504
11/09/2024,GB,Gas,Pembroke-2,8088
12/09/2024,GB,Gas,Pembroke-2,7514
13/09/2024,GB,Gas,Pembroke-2,5407
14/09/2024,GB,Gas,Pembroke-2,8931
15/09/2024,GB,Gas,Pembroke-2,5009
16/09/2024,GB,Gas,Pembroke-2,5356
17/09/2024,GB,Gas,Pembroke-2,6197
18/09/2024,GB,Gas,Pembroke-2,7295
19/09/2024,GB,Gas,Pembroke-2,5579
20/09/2024,GB,Gas,Pembroke-2,8681
21/09/2024,GB,Gas,Pembroke-2,5306
22/09/2024,GB,Gas,Pembroke-2,6427
23/09/2024,GB,Gas,Pembroke-2,5026
24/09/2024,GB,Gas,Pembroke-2,5358
25/09/2024,GB,Gas,Pembroke-2,5569
26/09/2024,GB,Gas,Pembroke-2,5271
27/09/2024,GB,Gas,Pembroke-2,6348
28/09/2024,GB,Gas,Pembroke-2,6520
29/09/2024,GB,Gas,Pembroke-2,6820
30/09/2024,GB,Gas,Pembroke-2,7828
01/10/2024,GB,Gas,Pembroke-2,7016
02/10/2024,GB,Gas,Pembroke-2,5324
03/10/2024,GB,Gas,Pembroke-2,7200
04/10/2024,GB,Gas,Pembroke-2,5695
05/10/2024,GB,Gas,Pembroke-2,6325
06/10/2024,GB,Gas,Pembroke-2,5102
07/10/2024,GB,Gas,Pembroke-2,5521
08/10/2024,GB,Gas,Pembroke-2,7830
09/10/2024,GB,Gas,Pembroke-2,5308
10/10/2024,GB,Gas,Pembroke-2,7967
11/10/2024,GB,Gas,Pembroke-2,5252
12/10/2024,GB,Gas,Pembroke-2,5427
13/10/2024,GB,Gas,Pembroke-2,8909
14/10/2024,GB,Gas,Pembroke-2,8496
15/10/2024,GB,Gas,Pembroke-2,5425
16/10/2024,GB,Gas,Pembroke-2,5896
17/10/2024,GB,Gas,Pembroke-2,5248
18/10/2024,GB,Gas,Pembroke-2,7859
19/10/2024,GB,Gas,Pembroke-2,8594
20/10/2024,GB,Gas,Pembroke-2,5101
21/10/2024,GB,Gas,Pembroke-2,7183
22/10/2024,GB,Gas,Pembroke-2,5342
23/10/2024,GB,Gas,Pembroke-2,7113
24/10/2024,GB,Gas,Pembroke-2,7565
25/10/2024,GB,Gas,Pembroke-2,8524
26/10/2024,GB,Gas,Pembroke-2,5740
27/10/2024,GB,Gas,Pembroke-2,5803
28/10/2024,GB,Gas,Pembroke-2,8092
29/10/2024,GB,Gas,Pembroke-2,7813
30/10/2024,GB,Gas,Pembroke-2,6843
31/10/2024,GB,Gas,Pembroke-2,8543
01/11/2024,GB,Gas,Pembroke-2,6488
02/11/2024,GB,Gas,Pembroke-2,5205
03/11/2024,GB,Gas,Pembroke-2,6474
04/11/2024,GB,Gas,Pembroke-2,6167
05/11/2024,GB,Gas,Pembroke-2,6638
06/11/2024,GB,Gas,Pembroke-2,6121
07/11/2024,GB,Gas,Pembroke-2,5552
08/11/2024,GB,Gas,Pembroke-2,8057
09/11/2024,GB,Gas,Pembroke-2,6760
10/11/2024,GB,Gas,Pembroke-2,8622
11/11/2024,GB,Gas,Pembroke-2,8934
12/11/2024,GB,Gas,Pembroke-2,7066
13/11/2024,GB,Gas,Pembroke-2,6118
14/11/2024,GB,Gas,Pembroke-2,7338
15/11/2024,GB,Gas,Pembroke-2,7809
16/11/2024,GB,Gas,Pembroke-2,7956
17/11/2024,GB,Gas,Pembroke-2,8840
18/11/2024,GB,Gas,Pembroke-2,7142
19/11/2024,GB,Gas,Pembroke-2,8652
20/11/2024,GB,Gas,Pembroke-2,5759
21/11/2024,GB,Gas,Pembroke-2,7845
22/11/2024,GB,Gas,Pembroke-2,5532
23/11/2024,GB,Gas,Pembroke-2,7959
24/11/2024,GB,Gas,Pembroke-2,8748
25/11/2024,GB,Gas,Pembroke-2,6836
26/11/2024,GB,Gas,Pembroke-2,6369
27/11/2024,GB,Gas,Pembroke-2,6184
28/11/2024,GB,Gas,Pembroke-2,6303
29/11/2024,GB,Gas,Pembroke-2,6505
30/11/2024,GB,Gas,Pembroke-2,5128
01/12/2024,GB,Gas,Pembroke-2,6293
02/12/2024,GB,Gas,Pembroke-2,6205
03/12/2024,GB,Gas,Pembroke-2,5563
04/12/2024,GB,Gas,Pembroke-2,5790
05/12/2024,GB,Gas,Pembroke-2,5142
06/12/2024,GB,Gas,Pembroke-2,8224
07/12/2024,GB,Gas,Pembroke-2,8068
08/12/2024,GB,Gas,Pembroke-2,7459
09/12/2024,GB,Gas,Pembroke-2,7660
10/12/2024,GB,Gas,Pembroke-2,7124
11/12/2024,GB,Gas,Pembroke-2,8976
12/12/2024,GB,Gas,Pembroke-2,7114
13/12/2024,GB,Gas,Pembroke-2,8582
14/12/2024,GB,Gas,Pembroke-2,5348
15/12/2024,GB,Gas,Pembroke-2,5257
16/12/2024,GB,Gas,Pembroke-2,8594
17/12/2024,GB,Gas,Pembroke-2,8652
18/12/2024,GB,Gas,Pembroke-2,6726
19/12/2024,GB,Gas,Pembroke-2,5924
20/12/2024,GB,Gas,Pembroke-2,8105
21/12/2024,GB,Gas,Pembroke-2,5730
22/12/2024,GB,Gas,Pembroke-2,8984
23/12/2024,GB,Gas,Pembroke-2,5341
24/12/2024,GB,Gas,Pembroke-2,6429
25/12/2024,GB,Gas,Pembroke-2,5676
26/12/2024,GB,Gas,Pembroke-2,5631
27/12/2024,GB,Gas,Pembroke-2,6773
28/12/2024,GB,Gas,Pembroke-2,7510
29/12/2024,GB,Gas,Pembroke-2,5161
30/12/2024,GB,Gas,Pembroke-2,8719
31/12/2024,GB,Gas,Pembroke-2,7527
01/01/2025,GB,Gas,Pembroke-2,8071
02/01/2025,GB,Gas,Pembroke-2,6633
03/01/2025,GB,Gas,Pembroke-2,7777
04/01/2025,GB,Gas,Pembroke-2,5762
05/01/2025,GB,Gas,Pembroke-2,8609
06/01/2025,GB,Gas,Pembroke-2,8400
07/01/2025,GB,Gas,Pembroke-2,7797
08/01/2025,GB,Gas,Pembroke-2,6490
09/01/2025,GB,Gas,Pembroke-2,6258
10/01/2025,GB,Gas,Pembroke-2,6299
11/01/2025,GB,Gas,Pembroke-2,8018
12/01/2025,GB,Gas,Pembroke-2,6381
13/01/2025,GB,Gas,Pembroke-2,8154
14/01/2025,GB,Gas,Pembroke-2,5246
15/01/2025,GB,Gas,Pembroke-2,6705
16/01/2025,GB,Gas,Pembroke-2,5571
17/01/2025,GB,Gas,Pembroke-2,7261
18/01/2025,GB,Gas,Pembroke-2,7958
19/01/2025,GB,Gas,Pembroke-2,6723
20/01/2025,GB,Gas,Pembroke-2,6376
21/01/2025,GB,Gas,Pembroke-2,7991
22/01/2025,GB,Gas,Pembroke-2,6789
23/01/2025,GB,Gas,Pembroke-2,7990
24/01/2025,GB,Gas,Pembroke-2,5250
25/01/2025,GB,Gas,Pembroke-2,8211
26/01/2025,GB,Gas,Pembroke-2,7267
27/01/2025,GB,Gas,Pembroke-2,5167
28/01/2025,GB,Gas,Pembroke-2,7152
29/01/2025,GB,Gas,Pembroke-2,6554
30/01/2025,GB,Gas,Pembroke-2,6292
31/01/2025,GB,Gas,Pembroke-2,8750
01/02/2025,GB,Gas,Pembroke-2,6177
02/02/2025,GB,Gas,Pembroke-2,8732
03/02/2025,GB,Gas,Pembroke-2,8149
04/02/2025,GB,Gas,Pembroke-2,7912
05/02/2025,GB,Gas,Pembroke-2,8005
06/02/2025,GB,Gas,Pembroke-2,5491
07/02/2025,GB,Gas,Pembroke-2,8717
08/02/2025,GB,Gas,Pembroke-2,7887
09/02/2025,GB,Gas,Pembroke-2,8436
10/02/2025,GB,Gas,Pembroke-2,6977
11/02/2025,GB,Gas,Pembroke-2,7455
12/02/2025,GB,Gas,Pembroke-2,6599
13/02/2025,GB,Gas,Pembroke-2,6970
14/02/2025,GB,Gas,Pembroke-2,7826
15/02/2025,GB,Gas,Pembroke-2,8580
16/02/2025,GB,Gas,Pembroke-2,6598
17/02/2025,GB,Gas,Pembroke-2,8308
18/02/2025,GB,Gas,Pembroke-2,8083
19/02/2025,GB,Gas,Pembroke-2,6211
20/02/2025,GB,Gas,Pembroke-2,7211
21/02/2025,GB,Gas,Pembroke-2,8214
22/02/2025,GB,Gas,Pembroke-2,7845
23/02/2025,GB,Gas,Pembroke-2,6650
24/02/2025,GB,Gas,Pembroke-2,5539
25/02/2025,GB,Gas,Pembroke-2,7842
26/02/2025,GB,Gas,Pembroke-2,5564
27/02/2025,GB,Gas,Pembroke-2,8014
28/02/2025,GB,Gas,Pembroke-2,7827
01/03/2025,GB,Gas,Pembroke-2,7499
02/03/2025,GB,Gas,Pembroke-2,8335
03/03/2025,GB,Gas,Pembroke-2,8762
04/03/2025,GB,Gas,Pembroke-2,5897
05/03/2025,GB,Gas,Pembroke-2,7152
06/03/2025,GB,Gas,Pembroke-2,7674
07/03/2025,GB,Gas,Pembroke-2,8545
08/03/2025,GB,Gas,Pembroke-2,7678
09/03/2025,GB,Gas,Pembroke-2,5584
10/03/2025,GB,Gas,Pembroke-2,8069
11/03/2025,GB,Gas,Pembroke-2,8278
12/03/2025,GB,Gas,Pembroke-2,8080
13/03/2025,GB,Gas,Pembroke-2,8222
14/03/2025,GB,Gas,Pembroke-2,7840
15/03/2025,GB,Gas,Pembroke-2,8352
16/03/2025,GB,Gas,Pembroke-2,8700
17/03/2025,GB,Gas,Pembroke-2,7591
18/03/2025,GB,Gas,Pembroke-2,5694
19/03/2025,GB,Gas,Pembroke-2,5550
20/03/2025,GB,Gas,Pembroke-2,6313
21/03/2025,GB,Gas,Pembroke-2,7931
22/03/2025,GB,Gas,Pembroke-2,7808
23/03/2025,GB,Gas,Pembroke-2,5252
24/03/2025,GB,Gas,Pembroke-2,6095
25/03/2025,GB,Gas,Pembroke-2,5317
26/03/2025,GB,Gas,Pembroke-2,6384
27/03/2025,GB,Gas,Pembroke-2,8883
28/03/2025,GB,Gas,Pembroke-2,5643
29/03/2025,GB,Gas,Pembroke-2,6683
30/03/2025,GB,Gas,Pembroke-2,6246
31/03/2025,GB,Gas,Pembroke-2,8187
01/04/2025,GB,Gas,Pembroke-2,7071
02/04/2025,GB,Gas,Pembroke-2,6902
03/04/2025,GB,Gas,Pembroke-2,6236
04/04/2025,GB,Gas,Pembroke-2,8845
05/04/2025,GB,Gas,Pembroke-2,6353
06/04/2025,GB,Gas,Pembroke-2,5975
07/04/2025,GB,Gas,Pembroke-2,5226
08/04/2025,GB,Gas,Pembroke-2,7335
09/04/2025,GB,Gas,Pembroke-2,8769
10/04/2025,GB,Gas,Pembroke-2,7833
11/04/2025,GB,Gas,Pembroke-2,5911
12/04/2025,GB,Gas,Pembroke-2,8352
13/04/2025,GB,Gas,Pembroke-2,8307
14/04/2025,GB,Gas,Pembroke-2,5553
15/04/2025,GB,Gas,Pembroke-2,8214
16/04/2025,GB,Gas,Pembroke-2,8195
17/04/2025,GB,Gas,Pembroke-2,7438
18/04/2025,GB,Gas,Pembroke-2,7593
19/04/2025,GB,Gas,Pembroke-2,5115
20/04/2025,GB,Gas,Pembroke-2,5321
21/04/2025,GB,Gas,Pembroke-2,8301
22/04/2025,GB,Gas,Pembroke-2,5138
23/04/2025,GB,Gas,Pembroke-2,8662
24/04/2025,GB,Gas,Pembroke-2,5324
25/04/2025,GB,Gas,Pembroke-2,6165
