Date,Country ,Technology,SiteName,Volume,country,date,updatedby,updatetime
18/11/2024,GB,Wind ,Hornsea-1,58.43232125,Great Britain,2024-11-18,petroineos,2025-05-29 10:38:42.513697
19/11/2024,GB,Wind ,Hornsea-1,471.0159554,Great Britain,2024-11-19,petroineos,2025-05-29 10:38:42.513697
20/11/2024,GB,Wind ,Hornsea-1,702.4520922,Great Britain,2024-11-20,petroineos,2025-05-29 10:38:42.513697
21/11/2024,GB,Wind ,Hornsea-1,613.3515684,Great Britain,2024-11-21,petroineos,2025-05-29 10:38:42.513697
22/11/2024,GB,Wind ,Hornsea-1,134.2579253,Great Britain,2024-11-22,petroineos,2025-05-29 10:38:42.513697
23/11/2024,GB,Wind ,Hornsea-1,845.6161963,Great Britain,2024-11-23,petroineos,2025-05-29 10:38:42.513697
24/11/2024,GB,Wind ,Hornsea-1,958.6173727,Great Britain,2024-11-24,petroineos,2025-05-29 10:38:42.513697
25/11/2024,GB,Wind ,Hornsea-1,715.8186461,Great Britain,2024-11-25,petroineos,2025-05-29 10:38:42.513697
26/11/2024,GB,Wind ,Hornsea-1,356.9848293,Great Britain,2024-11-26,petroineos,2025-05-29 10:38:42.513697
27/11/2024,GB,Wind ,Hornsea-1,940.1572202,Great Britain,2024-11-27,petroineos,2025-05-29 10:38:42.513697
28/11/2024,GB,Wind ,Hornsea-1,655.4345608,Great Britain,2024-11-28,petroineos,2025-05-29 10:38:42.513697
29/11/2024,GB,Wind ,Hornsea-1,216.3085855,Great Britain,2024-11-29,petroineos,2025-05-29 10:38:42.513697
30/11/2024,GB,Wind ,Hornsea-1,128.6429412,Great Britain,2024-11-30,petroineos,2025-05-29 10:38:42.513697
01/12/2024,GB,Wind ,Hornsea-1,200.2554154,Great Britain,2024-12-01,petroineos,2025-05-29 10:38:42.513697
02/12/2024,GB,Wind ,Hornsea-1,542.5803709,Great Britain,2024-12-02,petroineos,2025-05-29 10:38:42.513697
03/12/2024,GB,Wind ,Hornsea-1,502.6441211,Great Britain,2024-12-03,petroineos,2025-05-29 10:38:42.513697
04/12/2024,GB,Wind ,Hornsea-1,94.11942819,Great Britain,2024-12-04,petroineos,2025-05-29 10:38:42.513697
05/12/2024,GB,Wind ,Hornsea-1,349.3477693,Great Britain,2024-12-05,petroineos,2025-05-29 10:38:42.513697
06/12/2024,GB,Wind ,Hornsea-1,17.54180798,Great Britain,2024-12-06,petroineos,2025-05-29 10:38:42.513697
07/12/2024,GB,Wind ,Hornsea-1,242.6867345,Great Britain,2024-12-07,petroineos,2025-05-29 10:38:42.513697
08/12/2024,GB,Wind ,Hornsea-1,844.4929699,Great Britain,2024-12-08,petroineos,2025-05-29 10:38:42.513697
09/12/2024,GB,Wind ,Hornsea-1,13.76716977,Great Britain,2024-12-09,petroineos,2025-05-29 10:38:42.513697
10/12/2024,GB,Wind ,Hornsea-1,601.9155411,Great Britain,2024-12-10,petroineos,2025-05-29 10:38:42.513697
11/12/2024,GB,Wind ,Hornsea-1,57.21050477,Great Britain,2024-12-11,petroineos,2025-05-29 10:38:42.513697
12/12/2024,GB,Wind ,Hornsea-1,344.8401026,Great Britain,2024-12-12,petroineos,2025-05-29 10:38:42.513697
13/12/2024,GB,Wind ,Hornsea-1,779.8005967,Great Britain,2024-12-13,petroineos,2025-05-29 10:38:42.513697
14/12/2024,GB,Wind ,Hornsea-1,174.8492491,Great Britain,2024-12-14,petroineos,2025-05-29 10:38:42.513697
15/12/2024,GB,Wind ,Hornsea-1,888.1353394,Great Britain,2024-12-15,petroineos,2025-05-29 10:38:42.513697
16/12/2024,GB,Wind ,Hornsea-1,4.362489102,Great Britain,2024-12-16,petroineos,2025-05-29 10:38:42.513697
17/12/2024,GB,Wind ,Hornsea-1,400.3595456,Great Britain,2024-12-17,petroineos,2025-05-29 10:38:42.513697
18/12/2024,GB,Wind ,Hornsea-1,267.742551,Great Britain,2024-12-18,petroineos,2025-05-29 10:38:42.513697
19/12/2024,GB,Wind ,Hornsea-1,47.90748781,Great Britain,2024-12-19,petroineos,2025-05-29 10:38:42.513697
20/12/2024,GB,Wind ,Hornsea-1,948.6317473,Great Britain,2024-12-20,petroineos,2025-05-29 10:38:42.513697
21/12/2024,GB,Wind ,Hornsea-1,498.6929281,Great Britain,2024-12-21,petroineos,2025-05-29 10:38:42.513697
22/12/2024,GB,Wind ,Hornsea-1,508.3359479,Great Britain,2024-12-22,petroineos,2025-05-29 10:38:42.513697
23/12/2024,GB,Wind ,Hornsea-1,99.11583,Great Britain,2024-12-23,petroineos,2025-05-29 10:38:42.513697
24/12/2024,GB,Wind ,Hornsea-1,50.58298114,Great Britain,2024-12-24,petroineos,2025-05-29 10:38:42.513697
25/12/2024,GB,Wind ,Hornsea-1,446.9830754,Great Britain,2024-12-25,petroineos,2025-05-29 10:38:42.513697
26/12/2024,GB,Wind ,Hornsea-1,767.1448287,Great Britain,2024-12-26,petroineos,2025-05-29 10:38:42.513697
27/12/2024,GB,Wind ,Hornsea-1,167.3134401,Great Britain,2024-12-27,petroineos,2025-05-29 10:38:42.513697
28/12/2024,GB,Wind ,Hornsea-1,796.6859672,Great Britain,2024-12-28,petroineos,2025-05-29 10:38:42.513697
29/12/2024,GB,Wind ,Hornsea-1,546.1108186,Great Britain,2024-12-29,petroineos,2025-05-29 10:38:42.513697
30/12/2024,GB,Wind ,Hornsea-1,727.8012142,Great Britain,2024-12-30,petroineos,2025-05-29 10:38:42.513697
31/12/2024,GB,Wind ,Hornsea-1,302.1690338,Great Britain,2024-12-31,petroineos,2025-05-29 10:38:42.513697
01/01/2025,GB,Wind ,Hornsea-1,158.7035617,Great Britain,2025-01-01,petroineos,2025-05-29 10:38:42.513697
02/01/2025,GB,Wind ,Hornsea-1,450.0280415,Great Britain,2025-01-02,petroineos,2025-05-29 10:38:42.513697
03/01/2025,GB,Wind ,Hornsea-1,401.1065042,Great Britain,2025-01-03,petroineos,2025-05-29 10:38:42.513697
04/01/2025,GB,Wind ,Hornsea-1,835.8988778,Great Britain,2025-01-04,petroineos,2025-05-29 10:38:42.513697
05/01/2025,GB,Wind ,Hornsea-1,592.9701317,Great Britain,2025-01-05,petroineos,2025-05-29 10:38:42.513697
06/01/2025,GB,Wind ,Hornsea-1,658.4689657,Great Britain,2025-01-06,petroineos,2025-05-29 10:38:42.513697
07/01/2025,GB,Wind ,Hornsea-1,310.5063394,Great Britain,2025-01-07,petroineos,2025-05-29 10:38:42.513697
08/01/2025,GB,Wind ,Hornsea-1,850.0423588,Great Britain,2025-01-08,petroineos,2025-05-29 10:38:42.513697
09/01/2025,GB,Wind ,Hornsea-1,721.313705,Great Britain,2025-01-09,petroineos,2025-05-29 10:38:42.513697
10/01/2025,GB,Wind ,Hornsea-1,703.4330106,Great Britain,2025-01-10,petroineos,2025-05-29 10:38:42.513697
11/01/2025,GB,Wind ,Hornsea-1,503.2789266,Great Britain,2025-01-11,petroineos,2025-05-29 10:38:42.513697
12/01/2025,GB,Wind ,Hornsea-1,585.5173323,Great Britain,2025-01-12,petroineos,2025-05-29 10:38:42.513697
13/01/2025,GB,Wind ,Hornsea-1,443.2204042,Great Britain,2025-01-13,petroineos,2025-05-29 10:38:42.513697
14/01/2025,GB,Wind ,Hornsea-1,401.4518749,Great Britain,2025-01-14,petroineos,2025-05-29 10:38:42.513697
15/01/2025,GB,Wind ,Hornsea-1,209.3636535,Great Britain,2025-01-15,petroineos,2025-05-29 10:38:42.513697
16/01/2025,GB,Wind ,Hornsea-1,864.0566056,Great Britain,2025-01-16,petroineos,2025-05-29 10:38:42.513697
17/01/2025,GB,Wind ,Hornsea-1,8.661232353,Great Britain,2025-01-17,petroineos,2025-05-29 10:38:42.513697
18/01/2025,GB,Wind ,Hornsea-1,764.9519002,Great Britain,2025-01-18,petroineos,2025-05-29 10:38:42.513697
19/01/2025,GB,Wind ,Hornsea-1,540.2710408,Great Britain,2025-01-19,petroineos,2025-05-29 10:38:42.513697
20/01/2025,GB,Wind ,Hornsea-1,944.1242803,Great Britain,2025-01-20,petroineos,2025-05-29 10:38:42.513697
21/01/2025,GB,Wind ,Hornsea-1,441.5940271,Great Britain,2025-01-21,petroineos,2025-05-29 10:38:42.513697
22/01/2025,GB,Wind ,Hornsea-1,765.8591096,Great Britain,2025-01-22,petroineos,2025-05-29 10:38:42.513697
23/01/2025,GB,Wind ,Hornsea-1,320.9373099,Great Britain,2025-01-23,petroineos,2025-05-29 10:38:42.513697
24/01/2025,GB,Wind ,Hornsea-1,134.692085,Great Britain,2025-01-24,petroineos,2025-05-29 10:38:42.513697
25/01/2025,GB,Wind ,Hornsea-1,749.2227132,Great Britain,2025-01-25,petroineos,2025-05-29 10:38:42.513697
26/01/2025,GB,Wind ,Hornsea-1,563.0889323,Great Britain,2025-01-26,petroineos,2025-05-29 10:38:42.513697
27/01/2025,GB,Wind ,Hornsea-1,716.9749177,Great Britain,2025-01-27,petroineos,2025-05-29 10:38:42.513697
28/01/2025,GB,Wind ,Hornsea-1,371.9619138,Great Britain,2025-01-28,petroineos,2025-05-29 10:38:42.513697
29/01/2025,GB,Wind ,Hornsea-1,213.8473004,Great Britain,2025-01-29,petroineos,2025-05-29 10:38:42.513697
30/01/2025,GB,Wind ,Hornsea-1,700.1156688,Great Britain,2025-01-30,petroineos,2025-05-29 10:38:42.513697
31/01/2025,GB,Wind ,Hornsea-1,253.1308041,Great Britain,2025-01-31,petroineos,2025-05-29 10:38:42.513697
01/02/2025,GB,Wind ,Hornsea-1,535.8874287,Great Britain,2025-02-01,petroineos,2025-05-29 10:38:42.513697
02/02/2025,GB,Wind ,Hornsea-1,355.5576436,Great Britain,2025-02-02,petroineos,2025-05-29 10:38:42.513697
03/02/2025,GB,Wind ,Hornsea-1,728.0757602,Great Britain,2025-02-03,petroineos,2025-05-29 10:38:42.513697
04/02/2025,GB,Wind ,Hornsea-1,406.3830395,Great Britain,2025-02-04,petroineos,2025-05-29 10:38:42.513697
05/02/2025,GB,Wind ,Hornsea-1,947.2724751,Great Britain,2025-02-05,petroineos,2025-05-29 10:38:42.513697
06/02/2025,GB,Wind ,Hornsea-1,289.6618711,Great Britain,2025-02-06,petroineos,2025-05-29 10:38:42.513697
07/02/2025,GB,Wind ,Hornsea-1,221.0476732,Great Britain,2025-02-07,petroineos,2025-05-29 10:38:42.513697
08/02/2025,GB,Wind ,Hornsea-1,204.2951,Great Britain,2025-02-08,petroineos,2025-05-29 10:38:42.513697
09/02/2025,GB,Wind ,Hornsea-1,61.19720392,Great Britain,2025-02-09,petroineos,2025-05-29 10:38:42.513697
10/02/2025,GB,Wind ,Hornsea-1,909.5466509,Great Britain,2025-02-10,petroineos,2025-05-29 10:38:42.513697
11/02/2025,GB,Wind ,Hornsea-1,426.0437946,Great Britain,2025-02-11,petroineos,2025-05-29 10:38:42.513697
12/02/2025,GB,Wind ,Hornsea-1,775.3237024,Great Britain,2025-02-12,petroineos,2025-05-29 10:38:42.513697
13/02/2025,GB,Wind ,Hornsea-1,760.5244697,Great Britain,2025-02-13,petroineos,2025-05-29 10:38:42.513697
14/02/2025,GB,Wind ,Hornsea-1,127.0210601,Great Britain,2025-02-14,petroineos,2025-05-29 10:38:42.513697
15/02/2025,GB,Wind ,Hornsea-1,931.6784437,Great Britain,2025-02-15,petroineos,2025-05-29 10:38:42.513697
16/02/2025,GB,Wind ,Hornsea-1,664.6640289,Great Britain,2025-02-16,petroineos,2025-05-29 10:38:42.513697
17/02/2025,GB,Wind ,Hornsea-1,949.5987334,Great Britain,2025-02-17,petroineos,2025-05-29 10:38:42.513697
18/02/2025,GB,Wind ,Hornsea-1,189.5264558,Great Britain,2025-02-18,petroineos,2025-05-29 10:38:42.513697
19/02/2025,GB,Wind ,Hornsea-1,975.0222661,Great Britain,2025-02-19,petroineos,2025-05-29 10:38:42.513697
20/02/2025,GB,Wind ,Hornsea-1,632.9686122,Great Britain,2025-02-20,petroineos,2025-05-29 10:38:42.513697
21/02/2025,GB,Wind ,Hornsea-1,810.2710951,Great Britain,2025-02-21,petroineos,2025-05-29 10:38:42.513697
22/02/2025,GB,Wind ,Hornsea-1,747.4486028,Great Britain,2025-02-22,petroineos,2025-05-29 10:38:42.513697
23/02/2025,GB,Wind ,Hornsea-1,362.7846699,Great Britain,2025-02-23,petroineos,2025-05-29 10:38:42.513697
24/02/2025,GB,Wind ,Hornsea-1,326.3394814,Great Britain,2025-02-24,petroineos,2025-05-29 10:38:42.513697
25/02/2025,GB,Wind ,Hornsea-1,93.8608524,Great Britain,2025-02-25,petroineos,2025-05-29 10:38:42.513697
26/02/2025,GB,Wind ,Hornsea-1,188.2832195,Great Britain,2025-02-26,petroineos,2025-05-29 10:38:42.513697
27/02/2025,GB,Wind ,Hornsea-1,692.5478914,Great Britain,2025-02-27,petroineos,2025-05-29 10:38:42.513697
28/02/2025,GB,Wind ,Hornsea-1,247.1409668,Great Britain,2025-02-28,petroineos,2025-05-29 10:38:42.513697
01/03/2025,GB,Wind ,Hornsea-1,687.0882595,Great Britain,2025-03-01,petroineos,2025-05-29 10:38:42.513697
02/03/2025,GB,Wind ,Hornsea-1,450.9573558,Great Britain,2025-03-02,petroineos,2025-05-29 10:38:42.513697
03/03/2025,GB,Wind ,Hornsea-1,145.2362004,Great Britain,2025-03-03,petroineos,2025-05-29 10:38:42.513697
04/03/2025,GB,Wind ,Hornsea-1,554.4635655,Great Britain,2025-03-04,petroineos,2025-05-29 10:38:42.513697
05/03/2025,GB,Wind ,Hornsea-1,747.6978603,Great Britain,2025-03-05,petroineos,2025-05-29 10:38:42.513697
06/03/2025,GB,Wind ,Hornsea-1,328.0702,Great Britain,2025-03-06,petroineos,2025-05-29 10:38:42.513697
07/03/2025,GB,Wind ,Hornsea-1,167.4199017,Great Britain,2025-03-07,petroineos,2025-05-29 10:38:42.513697
08/03/2025,GB,Wind ,Hornsea-1,698.2547517,Great Britain,2025-03-08,petroineos,2025-05-29 10:38:42.513697
09/03/2025,GB,Wind ,Hornsea-1,445.2617969,Great Britain,2025-03-09,petroineos,2025-05-29 10:38:42.513697
10/03/2025,GB,Wind ,Hornsea-1,819.6163675,Great Britain,2025-03-10,petroineos,2025-05-29 10:38:42.513697
11/03/2025,GB,Wind ,Hornsea-1,301.8312826,Great Britain,2025-03-11,petroineos,2025-05-29 10:38:42.513697
12/03/2025,GB,Wind ,Hornsea-1,327.5683712,Great Britain,2025-03-12,petroineos,2025-05-29 10:38:42.513697
13/03/2025,GB,Wind ,Hornsea-1,560.4321501,Great Britain,2025-03-13,petroineos,2025-05-29 10:38:42.513697
14/03/2025,GB,Wind ,Hornsea-1,415.4001124,Great Britain,2025-03-14,petroineos,2025-05-29 10:38:42.513697
15/03/2025,GB,Wind ,Hornsea-1,973.0845245,Great Britain,2025-03-15,petroineos,2025-05-29 10:38:42.513697
16/03/2025,GB,Wind ,Hornsea-1,294.7442216,Great Britain,2025-03-16,petroineos,2025-05-29 10:38:42.513697
17/03/2025,GB,Wind ,Hornsea-1,539.8607695,Great Britain,2025-03-17,petroineos,2025-05-29 10:38:42.513697
18/03/2025,GB,Wind ,Hornsea-1,114.2866098,Great Britain,2025-03-18,petroineos,2025-05-29 10:38:42.513697
19/03/2025,GB,Wind ,Hornsea-1,975.3537656,Great Britain,2025-03-19,petroineos,2025-05-29 10:38:42.513697
20/03/2025,GB,Wind ,Hornsea-1,193.6444747,Great Britain,2025-03-20,petroineos,2025-05-29 10:38:42.513697
21/03/2025,GB,Wind ,Hornsea-1,898.1917851,Great Britain,2025-03-21,petroineos,2025-05-29 10:38:42.513697
22/03/2025,GB,Wind ,Hornsea-1,440.5623786,Great Britain,2025-03-22,petroineos,2025-05-29 10:38:42.513697
23/03/2025,GB,Wind ,Hornsea-1,38.2461569,Great Britain,2025-03-23,petroineos,2025-05-29 10:38:42.513697
24/03/2025,GB,Wind ,Hornsea-1,682.5199527,Great Britain,2025-03-24,petroineos,2025-05-29 10:38:42.513697
25/03/2025,GB,Wind ,Hornsea-1,631.3674515,Great Britain,2025-03-25,petroineos,2025-05-29 10:38:42.513697
26/03/2025,GB,Wind ,Hornsea-1,869.3748003,Great Britain,2025-03-26,petroineos,2025-05-29 10:38:42.513697
27/03/2025,GB,Wind ,Hornsea-1,530.6728673,Great Britain,2025-03-27,petroineos,2025-05-29 10:38:42.513697
28/03/2025,GB,Wind ,Hornsea-1,446.8926622,Great Britain,2025-03-28,petroineos,2025-05-29 10:38:42.513697
29/03/2025,GB,Wind ,Hornsea-1,785.4974742,Great Britain,2025-03-29,petroineos,2025-05-29 10:38:42.513697
30/03/2025,GB,Wind ,Hornsea-1,202.9541941,Great Britain,2025-03-30,petroineos,2025-05-29 10:38:42.513697
31/03/2025,GB,Wind ,Hornsea-1,927.9922448,Great Britain,2025-03-31,petroineos,2025-05-29 10:38:42.513697
01/04/2025,GB,Wind ,Hornsea-1,999.6974955,Great Britain,2025-04-01,petroineos,2025-05-29 10:38:42.513697
02/04/2025,GB,Wind ,Hornsea-1,491.6372436,Great Britain,2025-04-02,petroineos,2025-05-29 10:38:42.513697
03/04/2025,GB,Wind ,Hornsea-1,690.2401927,Great Britain,2025-04-03,petroineos,2025-05-29 10:38:42.513697
04/04/2025,GB,Wind ,Hornsea-1,368.3462865,Great Britain,2025-04-04,petroineos,2025-05-29 10:38:42.513697
05/04/2025,GB,Wind ,Hornsea-1,844.2810735,Great Britain,2025-04-05,petroineos,2025-05-29 10:38:42.513697
06/04/2025,GB,Wind ,Hornsea-1,146.3377723,Great Britain,2025-04-06,petroineos,2025-05-29 10:38:42.513697
07/04/2025,GB,Wind ,Hornsea-1,150.2457996,Great Britain,2025-04-07,petroineos,2025-05-29 10:38:42.513697
08/04/2025,GB,Wind ,Hornsea-1,429.8082196,Great Britain,2025-04-08,petroineos,2025-05-29 10:38:42.513697
09/04/2025,GB,Wind ,Hornsea-1,664.1529795,Great Britain,2025-04-09,petroineos,2025-05-29 10:38:42.513697
10/04/2025,GB,Wind ,Hornsea-1,209.5268529,Great Britain,2025-04-10,petroineos,2025-05-29 10:38:42.513697
11/04/2025,GB,Wind ,Hornsea-1,524.5408573,Great Britain,2025-04-11,petroineos,2025-05-29 10:38:42.513697
12/04/2025,GB,Wind ,Hornsea-1,157.6280239,Great Britain,2025-04-12,petroineos,2025-05-29 10:38:42.513697
13/04/2025,GB,Wind ,Hornsea-1,274.7663463,Great Britain,2025-04-13,petroineos,2025-05-29 10:38:42.513697
14/04/2025,GB,Wind ,Hornsea-1,366.9363411,Great Britain,2025-04-14,petroineos,2025-05-29 10:38:42.513697
15/04/2025,GB,Wind ,Hornsea-1,406.3415112,Great Britain,2025-04-15,petroineos,2025-05-29 10:38:42.513697
16/04/2025,GB,Wind ,Hornsea-1,684.5079361,Great Britain,2025-04-16,petroineos,2025-05-29 10:38:42.513697
17/04/2025,GB,Wind ,Hornsea-1,648.0985325,Great Britain,2025-04-17,petroineos,2025-05-29 10:38:42.513697
18/04/2025,GB,Wind ,Hornsea-1,18.72017093,Great Britain,2025-04-18,petroineos,2025-05-29 10:38:42.513697
19/04/2025,GB,Wind ,Hornsea-1,105.6756235,Great Britain,2025-04-19,petroineos,2025-05-29 10:38:42.513697
20/04/2025,GB,Wind ,Hornsea-1,459.3198351,Great Britain,2025-04-20,petroineos,2025-05-29 10:38:42.513697
21/04/2025,GB,Wind ,Hornsea-1,228.151737,Great Britain,2025-04-21,petroineos,2025-05-29 10:38:42.513697
22/04/2025,GB,Wind ,Hornsea-1,330.3493251,Great Britain,2025-04-22,petroineos,2025-05-29 10:38:42.513697
23/04/2025,GB,Wind ,Hornsea-1,299.3661281,Great Britain,2025-04-23,petroineos,2025-05-29 10:38:42.513697
24/04/2025,GB,Wind ,Hornsea-1,969.2954036,Great Britain,2025-04-24,petroineos,2025-05-29 10:38:42.513697
25/04/2025,GB,Wind ,Hornsea-1,849.8791874,Great Britain,2025-04-25,petroineos,2025-05-29 10:38:42.513697
01/01/2024,GB,Wind ,Hornsea-2,85.60342828,Great Britain,2024-01-01,petroineos,2025-05-29 10:38:42.513697
02/01/2024,GB,Wind ,Hornsea-2,379.7822219,Great Britain,2024-01-02,petroineos,2025-05-29 10:38:42.513697
03/01/2024,GB,Wind ,Hornsea-2,260.832893,Great Britain,2024-01-03,petroineos,2025-05-29 10:38:42.513697
04/01/2024,GB,Wind ,Hornsea-2,550.3079269,Great Britain,2024-01-04,petroineos,2025-05-29 10:38:42.513697
05/01/2024,GB,Wind ,Hornsea-2,523.8998475,Great Britain,2024-01-05,petroineos,2025-05-29 10:38:42.513697
06/01/2024,GB,Wind ,Hornsea-2,521.654297,Great Britain,2024-01-06,petroineos,2025-05-29 10:38:42.513697
07/01/2024,GB,Wind ,Hornsea-2,476.9700995,Great Britain,2024-01-07,petroineos,2025-05-29 10:38:42.513697
08/01/2024,GB,Wind ,Hornsea-2,853.0502171,Great Britain,2024-01-08,petroineos,2025-05-29 10:38:42.513697
09/01/2024,GB,Wind ,Hornsea-2,353.8227219,Great Britain,2024-01-09,petroineos,2025-05-29 10:38:42.513697
10/01/2024,GB,Wind ,Hornsea-2,381.8532617,Great Britain,2024-01-10,petroineos,2025-05-29 10:38:42.513697
11/01/2024,GB,Wind ,Hornsea-2,258.9121837,Great Britain,2024-01-11,petroineos,2025-05-29 10:38:42.513697
12/01/2024,GB,Wind ,Hornsea-2,631.6111419,Great Britain,2024-01-12,petroineos,2025-05-29 10:38:42.513697
13/01/2024,GB,Wind ,Hornsea-2,892.3861654,Great Britain,2024-01-13,petroineos,2025-05-29 10:38:42.513697
14/01/2024,GB,Wind ,Hornsea-2,408.9103229,Great Britain,2024-01-14,petroineos,2025-05-29 10:38:42.513697
15/01/2024,GB,Wind ,Hornsea-2,566.7478953,Great Britain,2024-01-15,petroineos,2025-05-29 10:38:42.513697
16/01/2024,GB,Wind ,Hornsea-2,531.1907346,Great Britain,2024-01-16,petroineos,2025-05-29 10:38:42.513697
17/01/2024,GB,Wind ,Hornsea-2,275.2458937,Great Britain,2024-01-17,petroineos,2025-05-29 10:38:42.513697
18/01/2024,GB,Wind ,Hornsea-2,442.5881167,Great Britain,2024-01-18,petroineos,2025-05-29 10:38:42.513697
19/01/2024,GB,Wind ,Hornsea-2,820.5583359,Great Britain,2024-01-19,petroineos,2025-05-29 10:38:42.513697
20/01/2024,GB,Wind ,Hornsea-2,786.4904191,Great Britain,2024-01-20,petroineos,2025-05-29 10:38:42.513697
21/01/2024,GB,Wind ,Hornsea-2,491.3049929,Great Britain,2024-01-21,petroineos,2025-05-29 10:38:42.513697
22/01/2024,GB,Wind ,Hornsea-2,270.6201072,Great Britain,2024-01-22,petroineos,2025-05-29 10:38:42.513697
23/01/2024,GB,Wind ,Hornsea-2,94.18345384,Great Britain,2024-01-23,petroineos,2025-05-29 10:38:42.513697
24/01/2024,GB,Wind ,Hornsea-2,458.764209,Great Britain,2024-01-24,petroineos,2025-05-29 10:38:42.513697
25/01/2024,GB,Wind ,Hornsea-2,116.3026079,Great Britain,2024-01-25,petroineos,2025-05-29 10:38:42.513697
26/01/2024,GB,Wind ,Hornsea-2,558.1351107,Great Britain,2024-01-26,petroineos,2025-05-29 10:38:42.513697
27/01/2024,GB,Wind ,Hornsea-2,593.8729152,Great Britain,2024-01-27,petroineos,2025-05-29 10:38:42.513697
28/01/2024,GB,Wind ,Hornsea-2,125.8344082,Great Britain,2024-01-28,petroineos,2025-05-29 10:38:42.513697
29/01/2024,GB,Wind ,Hornsea-2,425.575702,Great Britain,2024-01-29,petroineos,2025-05-29 10:38:42.513697
30/01/2024,GB,Wind ,Hornsea-2,375.6740994,Great Britain,2024-01-30,petroineos,2025-05-29 10:38:42.513697
31/01/2024,GB,Wind ,Hornsea-2,350.8577315,Great Britain,2024-01-31,petroineos,2025-05-29 10:38:42.513697
01/02/2024,GB,Wind ,Hornsea-2,133.2142362,Great Britain,2024-02-01,petroineos,2025-05-29 10:38:42.513697
02/02/2024,GB,Wind ,Hornsea-2,244.8115306,Great Britain,2024-02-02,petroineos,2025-05-29 10:38:42.513697
03/02/2024,GB,Wind ,Hornsea-2,359.7634625,Great Britain,2024-02-03,petroineos,2025-05-29 10:38:42.513697
04/02/2024,GB,Wind ,Hornsea-2,807.4361658,Great Britain,2024-02-04,petroineos,2025-05-29 10:38:42.513697
05/02/2024,GB,Wind ,Hornsea-2,732.6255927,Great Britain,2024-02-05,petroineos,2025-05-29 10:38:42.513697
06/02/2024,GB,Wind ,Hornsea-2,196.3304748,Great Britain,2024-02-06,petroineos,2025-05-29 10:38:42.513697
07/02/2024,GB,Wind ,Hornsea-2,380.6287002,Great Britain,2024-02-07,petroineos,2025-05-29 10:38:42.513697
08/02/2024,GB,Wind ,Hornsea-2,542.1289554,Great Britain,2024-02-08,petroineos,2025-05-29 10:38:42.513697
09/02/2024,GB,Wind ,Hornsea-2,48.12538453,Great Britain,2024-02-09,petroineos,2025-05-29 10:38:42.513697
10/02/2024,GB,Wind ,Hornsea-2,35.73395383,Great Britain,2024-02-10,petroineos,2025-05-29 10:38:42.513697
11/02/2024,GB,Wind ,Hornsea-2,276.4523981,Great Britain,2024-02-11,petroineos,2025-05-29 10:38:42.513697
12/02/2024,GB,Wind ,Hornsea-2,369.849217,Great Britain,2024-02-12,petroineos,2025-05-29 10:38:42.513697
13/02/2024,GB,Wind ,Hornsea-2,994.6185122,Great Britain,2024-02-13,petroineos,2025-05-29 10:38:42.513697
14/02/2024,GB,Wind ,Hornsea-2,248.9246671,Great Britain,2024-02-14,petroineos,2025-05-29 10:38:42.513697
15/02/2024,GB,Wind ,Hornsea-2,974.6391411,Great Britain,2024-02-15,petroineos,2025-05-29 10:38:42.513697
16/02/2024,GB,Wind ,Hornsea-2,900.6069641,Great Britain,2024-02-16,petroineos,2025-05-29 10:38:42.513697
17/02/2024,GB,Wind ,Hornsea-2,652.6453236,Great Britain,2024-02-17,petroineos,2025-05-29 10:38:42.513697
18/02/2024,GB,Wind ,Hornsea-2,262.7488098,Great Britain,2024-02-18,petroineos,2025-05-29 10:38:42.513697
19/02/2024,GB,Wind ,Hornsea-2,149.8941437,Great Britain,2024-02-19,petroineos,2025-05-29 10:38:42.513697
20/02/2024,GB,Wind ,Hornsea-2,137.9992491,Great Britain,2024-02-20,petroineos,2025-05-29 10:38:42.513697
21/02/2024,GB,Wind ,Hornsea-2,208.2022645,Great Britain,2024-02-21,petroineos,2025-05-29 10:38:42.513697
22/02/2024,GB,Wind ,Hornsea-2,645.751122,Great Britain,2024-02-22,petroineos,2025-05-29 10:38:42.513697
23/02/2024,GB,Wind ,Hornsea-2,87.50941771,Great Britain,2024-02-23,petroineos,2025-05-29 10:38:42.513697
24/02/2024,GB,Wind ,Hornsea-2,886.3052849,Great Britain,2024-02-24,petroineos,2025-05-29 10:38:42.513697
25/02/2024,GB,Wind ,Hornsea-2,478.318429,Great Britain,2024-02-25,petroineos,2025-05-29 10:38:42.513697
26/02/2024,GB,Wind ,Hornsea-2,181.6322342,Great Britain,2024-02-26,petroineos,2025-05-29 10:38:42.513697
27/02/2024,GB,Wind ,Hornsea-2,161.6344085,Great Britain,2024-02-27,petroineos,2025-05-29 10:38:42.513697
28/02/2024,GB,Wind ,Hornsea-2,951.0601868,Great Britain,2024-02-28,petroineos,2025-05-29 10:38:42.513697
29/02/2024,GB,Wind ,Hornsea-2,649.5780425,Great Britain,2024-02-29,petroineos,2025-05-29 10:38:42.513697
01/03/2024,GB,Wind ,Hornsea-2,606.6420194,Great Britain,2024-03-01,petroineos,2025-05-29 10:38:42.513697
02/03/2024,GB,Wind ,Hornsea-2,766.9444882,Great Britain,2024-03-02,petroineos,2025-05-29 10:38:42.513697
